dataname,d,b,num_env,gamma2,TMB,mode,etrue,espur,emiss,efals,shd,tpr,time
notears,300,4,10,0.5,1,aS,185,3,73,42,118,0.8,136.74804544448853
notears,300,4,10,0.5,1,aS,182,2,75,43,120,0.8,137.43921399116516
notears,300,4,10,0.5,1,aS,178,2,83,39,124,0.81,128.4635624885559
notears,300,4,10,0.5,1,aS,177,2,79,44,125,0.79,131.5718433856964
notears,300,4,10,0.5,1,aS,195,1,65,40,106,0.83,136.5841245651245
notears,300,4,10,0.5,1,aS,189,1,72,39,112,0.83,137.443284034729
notears,300,4,10,0.5,1,aS,172,3,86,42,131,0.79,137.94605946540833
notears,300,4,10,0.5,1,aS,194,4,65,41,110,0.81,137.70194363594055
notears,300,4,10,0.5,1,aS,177,3,74,49,126,0.77,133.97212100028992
notears,300,5,10,0.5,1,aS,166,5,83,51,139,0.75,137.20245599746704
notears,300,5,10,0.5,1,aS,172,4,80,48,132,0.77,151.917475938797
notears,300,5,10,0.5,1,aS,162,3,86,52,141,0.75,165.02070093154907
notears,300,5,10,0.5,1,aS,172,5,77,51,133,0.75,134.96065497398376
notears,300,5,10,0.5,1,aS,163,4,86,51,141,0.75,134.62601733207703
notears,300,5,10,0.5,1,aS,161,3,86,53,142,0.74,136.17782545089722
notears,300,5,10,0.5,1,aS,158,5,86,56,147,0.72,136.02455377578735
notears,300,5,10,0.5,1,aS,178,5,79,43,127,0.79,135.5301592350006
notears,300,5,10,0.5,1,aS,150,2,92,58,152,0.71,136.05291318893433
notears,300,5,10,0.5,1,aS,167,4,84,49,137,0.76,134.65346455574036
notears,400,3,10,0.5,1,aS,260,4,91,49,144,0.83,260.9858629703522
notears,400,3,10,0.5,1,aS,276,6,82,42,130,0.85,260.06645345687866
notears,400,3,10,0.5,1,aS,265,7,93,42,142,0.84,256.25760650634766
notears,400,3,10,0.5,1,aS,242,5,103,55,163,0.8,246.3868818283081
notears,400,3,10,0.5,1,aS,266,4,92,42,138,0.85,259.92635011672974
notears,400,3,10,0.5,1,aS,257,6,97,46,149,0.83,255.38611483573914
notears,400,3,10,0.5,1,aS,254,8,97,49,154,0.82,262.51131534576416
notears,400,3,10,0.5,1,aS,259,7,93,48,148,0.82,245.40032863616943
notears,400,3,10,0.5,1,aS,245,4,101,54,159,0.81,259.252400636673
notears,400,3,10,0.5,1,aS,255,7,94,51,152,0.81,228.88722252845764
notears,400,4,10,0.5,1,aS,243,9,97,60,166,0.78,206.2611162662506
notears,400,4,10,0.5,1,aS,259,8,91,50,149,0.82,213.29524064064026
notears,400,4,10,0.5,1,aS,237,8,101,62,171,0.77,214.81585955619812
notears,400,4,10,0.5,1,aS,241,9,101,58,168,0.78,202.0462007522583
notears,400,4,10,0.5,1,aS,241,8,94,65,167,0.77,212.79422307014465
notears,400,4,10,0.5,1,aS,240,6,104,56,166,0.79,212.72434163093567
notears,400,4,10,0.5,1,aS,246,7,93,61,161,0.78,196.93765783309937
notears,400,4,10,0.5,1,aS,258,6,90,52,148,0.82,212.52991795539856
notears,400,4,10,0.5,1,aS,251,9,94,55,158,0.8,210.46332788467407
notears,400,4,10,0.5,1,aS,245,7,96,59,162,0.79,216.9275197982788
notears,400,5,10,0.5,1,aS,247,6,98,55,159,0.8,211.29558086395264
notears,400,5,10,0.5,1,aS,240,6,96,64,166,0.77,209.1307864189148
notears,400,5,10,0.5,1,aS,248,6,95,57,158,0.8,211.6668312549591
notears,400,5,10,0.5,1,aS,215,6,108,77,191,0.72,212.85078978538513
notears,400,5,10,0.5,1,aS,231,6,104,65,175,0.76,209.6151945590973
notears,400,5,10,0.5,1,aS,228,7,106,66,179,0.76,214.74377918243408
notears,400,5,10,0.5,1,aS,233,3,96,71,170,0.76,211.91040515899658
notears,400,5,10,0.5,1,aS,237,7,102,61,170,0.78,211.8268427848816
notears,400,5,10,0.5,1,aS,236,6,100,64,170,0.77,214.4439685344696
notears,400,5,10,0.5,1,aS,232,5,101,67,173,0.76,212.20696306228638
notears,500,3,10,0.5,1,aS,296,5,135,69,209,0.8,362.62565088272095
notears,500,3,10,0.5,1,aS,322,7,116,62,185,0.82,365.1860508918762
notears,500,3,10,0.5,1,aS,323,8,113,64,185,0.82,360.9871211051941
notears,500,3,10,0.5,1,aS,308,4,126,66,196,0.81,368.23985481262207
notears,500,3,10,0.5,1,aS,310,9,125,65,199,0.81,364.3221321105957
notears,500,3,10,0.5,1,aS,312,6,130,58,194,0.83,365.80095887184143
notears,500,3,10,0.5,1,aS,304,8,134,62,204,0.81,362.89771604537964
notears,500,3,10,0.5,1,aS,303,7,133,64,204,0.81,367.9881122112274
notears,500,3,10,0.5,1,aS,279,8,145,76,229,0.77,364.3846986293793
notears,500,3,10,0.5,1,aS,298,5,134,68,207,0.8,368.2954149246216
notears,500,4,10,0.5,1,aS,273,6,144,83,233,0.75,366.5376236438751
notears,500,4,10,0.5,1,aS,287,7,132,81,220,0.77,366.19432377815247
notears,500,4,10,0.5,1,aS,290,6,131,79,216,0.77,363.10803151130676
notears,500,4,10,0.5,1,aS,276,6,140,84,230,0.75,367.8126199245453
notears,500,4,10,0.5,1,aS,270,7,140,90,237,0.74,363.6144902706146
notears,500,4,10,0.5,1,aS,280,6,140,80,226,0.77,368.12220287323
notears,500,4,10,0.5,1,aS,287,3,136,77,216,0.78,364.2189612388611
notears,500,4,10,0.5,1,aS,290,3,135,75,213,0.79,369.3997106552124
notears,500,4,10,0.5,1,aS,256,7,152,92,251,0.72,361.1608762741089
notears,500,4,10,0.5,1,aS,259,9,148,93,250,0.72,360.85711669921875
notears,500,5,10,0.5,1,aS,263,6,146,91,243,0.73,367.0235378742218
notears,500,5,10,0.5,1,aS,277,6,139,84,229,0.75,367.540851354599
notears,500,5,10,0.5,1,aS,263,7,146,91,244,0.73,366.38964104652405
notears,500,5,10,0.5,1,aS,259,4,152,89,245,0.74,369.3273890018463
notears,500,5,10,0.5,1,aS,230,5,164,106,275,0.67,366.3248472213745
notears,500,5,10,0.5,1,aS,257,8,157,86,251,0.73,363.1673619747162
notears,500,5,10,0.5,1,aS,267,5,141,92,238,0.73,416.3295633792877
notears,500,5,10,0.5,1,aS,231,11,161,108,280,0.66,422.60042214393616
notears,500,5,10,0.5,1,aS,245,6,160,95,261,0.71,363.42832827568054
notears,500,5,10,0.5,1,aS,260,7,144,96,247,0.72,363.1950583457947
notears,200,3,10,0.5,1,n,84,5,43,73,121,0.52,79.27164506912231
notears,200,3,10,0.5,1,n,83,3,46,71,120,0.53,75.79891800880432
notears,200,3,10,0.5,1,n,86,5,45,69,119,0.54,77.60204410552979
notears,200,3,10,0.5,1,n,82,7,43,75,125,0.5,77.1401436328888
notears,200,3,10,0.5,1,n,77,5,53,70,128,0.51,78.7645354270935
notears,200,3,10,0.5,1,n,79,6,50,71,127,0.51,77.96666884422302
notears,200,3,10,0.5,1,n,89,5,39,72,116,0.54,78.72324180603027
notears,200,3,10,0.5,1,n,78,5,47,75,127,0.49,76.466135263443
notears,200,3,10,0.5,1,n,78,4,48,74,126,0.5,77.47964763641357
notears,200,3,10,0.5,1,n,89,6,43,68,117,0.55,79.22139382362366
notears,200,4,10,0.5,1,n,95,3,36,69,108,0.57,79.6574809551239
notears,200,4,10,0.5,1,n,96,4,37,67,108,0.57,74.57248258590698
notears,200,4,10,0.5,1,n,100,4,37,63,104,0.6,76.1396906375885
notears,200,4,10,0.5,1,n,102,2,31,67,100,0.6,76.61186599731445
notears,200,4,10,0.5,1,n,100,4,33,67,104,0.58,77.78745102882385
notears,200,4,10,0.5,1,n,86,5,41,73,119,0.52,78.49041175842285
notears,200,4,10,0.5,1,n,92,5,33,75,113,0.53,78.1087965965271
notears,200,4,10,0.5,1,n,93,3,40,67,110,0.57,79.0125777721405
notears,200,4,10,0.5,1,n,92,3,40,68,111,0.56,77.8620069026947
notears,200,4,10,0.5,1,n,102,5,35,63,103,0.6,77.77360725402832
notears,200,5,10,0.5,1,n,75,6,51,74,131,0.48,87.63075232505798
notears,200,5,10,0.5,1,n,81,7,37,82,126,0.48,81.30965566635132
notears,200,5,10,0.5,1,n,71,4,50,79,133,0.46,79.47779130935669
notears,200,5,10,0.5,1,n,85,4,41,74,119,0.52,78.59038662910461
notears,200,5,10,0.5,1,n,76,4,48,76,128,0.49,79.80048418045044
notears,200,5,10,0.5,1,n,75,7,46,79,132,0.47,78.97002840042114
notears,200,5,10,0.5,1,n,79,5,43,78,126,0.49,80.10765600204468
notears,200,5,10,0.5,1,n,85,4,40,75,119,0.52,83.61305046081543
notears,200,5,10,0.5,1,n,81,6,45,74,125,0.5,83.4224865436554
notears,200,5,10,0.5,1,n,79,5,43,78,126,0.49,81.24229145050049
notears,300,3,10,0.5,1,n,134,10,64,102,176,0.54,136.78510904312134
notears,300,3,10,0.5,1,n,130,10,63,107,180,0.53,135.81459522247314
notears,300,3,10,0.5,1,n,137,11,67,96,174,0.56,135.82439374923706
notears,300,3,10,0.5,1,n,139,10,64,97,171,0.57,141.59435987472534
notears,300,3,10,0.5,1,n,140,9,63,97,169,0.57,141.0077075958252
notears,300,3,10,0.5,1,n,120,11,69,111,191,0.5,139.2230260372162
notears,300,3,10,0.5,1,n,136,8,66,98,172,0.56,134.09401845932007
notears,300,3,10,0.5,1,n,140,10,65,95,170,0.57,147.62916564941406
notears,300,3,10,0.5,1,n,136,11,64,100,175,0.55,131.90850853919983
notears,300,3,10,0.5,1,n,143,8,60,97,165,0.58,156.77954506874084
notears,300,4,10,0.5,1,n,128,5,64,108,177,0.53,141.0878586769104
notears,300,4,10,0.5,1,n,136,5,57,107,169,0.55,145.98811864852905
notears,300,4,10,0.5,1,n,130,3,63,107,173,0.54,136.06754231452942
notears,300,4,10,0.5,1,n,131,4,63,106,173,0.54,131.51218056678772
notears,300,4,10,0.5,1,n,118,3,64,118,185,0.49,134.9265651702881
notears,300,4,10,0.5,1,n,124,3,62,114,179,0.51,142.16673517227173
notears,300,4,10,0.5,1,n,120,5,68,112,185,0.51,142.68210124969482
notears,300,4,10,0.5,1,n,123,5,66,111,182,0.51,141.08603262901306
notears,300,4,10,0.5,1,n,115,2,72,113,187,0.5,131.59628748893738
notears,300,4,10,0.5,1,n,128,3,63,109,175,0.53,142.23658800125122
notears,300,5,10,0.5,1,n,115,6,66,119,191,0.48,133.83040285110474
notears,300,5,10,0.5,1,n,112,5,70,118,193,0.48,139.1636607646942
notears,300,5,10,0.5,1,n,115,5,67,118,190,0.48,143.75441455841064
notears,300,5,10,0.5,1,n,114,5,65,121,191,0.47,136.6653368473053
notears,300,5,10,0.5,1,n,129,4,60,111,175,0.53,143.78662395477295
notears,300,5,10,0.5,1,n,122,6,66,112,184,0.51,133.9406440258026
notears,300,5,10,0.5,1,n,118,4,64,118,186,0.49,136.68984580039978
notears,300,5,10,0.5,1,n,101,5,76,123,204,0.44,137.39993143081665
notears,300,5,10,0.5,1,n,123,6,65,112,183,0.51,142.32992219924927
notears,300,5,10,0.5,1,n,118,7,68,114,189,0.49,145.31666326522827
notears,400,3,10,0.5,1,n,181,7,80,139,226,0.55,188.45790791511536
notears,400,3,10,0.5,1,n,168,8,86,146,240,0.52,186.26959037780762
notears,400,3,10,0.5,1,n,164,8,88,148,244,0.51,184.8201081752777
notears,400,3,10,0.5,1,n,170,6,79,151,236,0.52,187.35171341896057
notears,400,3,10,0.5,1,n,179,8,83,138,229,0.55,198.77159309387207
notears,400,3,10,0.5,1,n,154,9,95,151,255,0.49,211.9996635913849
notears,400,3,10,0.5,1,n,166,6,87,147,240,0.52,211.79410338401794
notears,400,3,10,0.5,1,n,163,8,79,158,245,0.5,202.80407977104187
notears,400,3,10,0.5,1,n,183,8,79,138,225,0.56,216.55364894866943
notears,400,3,10,0.5,1,n,178,7,85,137,229,0.55,210.365642786026
notears,400,4,10,0.5,1,n,157,15,91,152,258,0.48,221.3805754184723
notears,400,4,10,0.5,1,n,169,12,78,153,243,0.51,223.12006425857544
notears,400,4,10,0.5,1,n,168,10,81,151,242,0.51,215.6606616973877
notears,400,4,10,0.5,1,n,164,12,77,159,248,0.49,219.24527287483215
notears,400,4,10,0.5,1,n,161,14,86,153,253,0.49,224.11563539505005
notears,400,4,10,0.5,1,n,175,12,85,140,237,0.54,193.18798160552979
notears,400,4,10,0.5,1,n,175,14,72,153,239,0.51,189.69688892364502
notears,400,4,10,0.5,1,n,184,14,78,138,230,0.55,192.82840299606323
notears,400,4,10,0.5,1,n,167,13,73,160,246,0.49,218.43725752830505
notears,400,4,10,0.5,1,n,179,13,77,144,234,0.53,215.74111580848694
notears,400,5,10,0.5,1,n,136,13,89,175,277,0.42,198.63395500183105
notears,400,5,10,0.5,1,n,144,13,80,176,269,0.43,217.66036558151245
notears,400,5,10,0.5,1,n,155,12,82,163,257,0.47,217.3928689956665
notears,400,5,10,0.5,1,n,149,14,85,166,265,0.45,224.8391637802124
notears,400,5,10,0.5,1,n,148,12,80,172,264,0.45,210.0956165790558
notears,400,5,10,0.5,1,n,159,14,79,162,255,0.47,214.67887496948242
notears,400,5,10,0.5,1,n,152,14,84,164,262,0.46,217.7294418811798
notears,400,5,10,0.5,1,n,132,13,95,173,281,0.42,218.41404819488525
notears,400,5,10,0.5,1,n,143,13,89,168,270,0.44,216.05686783790588
notears,400,5,10,0.5,1,n,136,12,95,169,276,0.43,212.42056894302368
notears,500,3,10,0.5,1,n,219,8,99,182,289,0.54,352.6454541683197
notears,500,3,10,0.5,1,n,230,11,106,164,281,0.57,370.4844980239868
notears,500,3,10,0.5,1,n,215,6,106,179,291,0.54,388.84102869033813
notears,500,3,10,0.5,1,n,204,9,115,181,305,0.52,392.35102009773254
notears,500,3,10,0.5,1,n,209,7,119,172,298,0.54,395.21504306793213
notears,500,3,10,0.5,1,n,218,7,112,170,289,0.55,389.4348130226135
notears,500,3,10,0.5,1,n,211,11,115,174,300,0.53,347.0802710056305
notears,500,3,10,0.5,1,n,210,10,110,180,300,0.53,354.554039478302
notears,500,3,10,0.5,1,n,219,8,107,174,289,0.55,347.5565462112427
notears,500,3,10,0.5,1,n,232,10,103,165,278,0.57,356.78337049484253
notears,500,4,10,0.5,1,n,190,6,120,190,316,0.49,400.4160404205322
notears,500,4,10,0.5,1,n,187,6,117,196,319,0.48,386.76843667030334
notears,500,4,10,0.5,1,n,198,7,117,185,309,0.51,397.1965265274048
notears,500,4,10,0.5,1,n,215,5,107,178,290,0.54,397.12287306785583
notears,500,4,10,0.5,1,n,209,7,113,178,298,0.53,400.7501564025879
notears,500,4,10,0.5,1,n,218,10,108,174,292,0.54,395.73818731307983
notears,500,4,10,0.5,1,n,203,10,110,187,307,0.51,401.5528666973114
notears,500,4,10,0.5,1,n,193,5,115,192,312,0.49,358.4527521133423
notears,500,4,10,0.5,1,n,194,8,112,194,314,0.49,355.67778277397156
notears,500,4,10,0.5,1,n,201,8,120,179,307,0.52,357.33389687538147
notears,500,5,10,0.5,1,n,181,8,123,196,327,0.47,360.2262513637543
notears,500,5,10,0.5,1,n,175,14,116,209,339,0.44,361.32163882255554
notears,500,5,10,0.5,1,n,163,12,113,224,349,0.41,358.1662349700928
notears,500,5,10,0.5,1,n,160,10,125,215,350,0.42,355.68522572517395
notears,500,5,10,0.5,1,n,162,10,128,210,348,0.42,350.3005130290985
notears,500,5,10,0.5,1,n,177,9,118,205,332,0.45,395.3958737850189
notears,500,5,10,0.5,1,n,185,10,117,198,325,0.47,391.8195252418518
notears,500,5,10,0.5,1,n,156,10,135,209,354,0.42,408.33971214294434
notears,500,5,10,0.5,1,n,161,13,137,202,352,0.43,540.2056155204773
notears,500,5,10,0.5,1,n,189,9,108,203,320,0.47,409.6305868625641
notears,200,3,10,0.5,1,aS,134,5,42,24,71,0.82,110.13433313369751
